iter	Logloss
628	0.1498520589
629	0.1496547401
630	0.1494034277
631	0.1493401625
632	0.1491691714
633	0.1489884042
634	0.1488688419
635	0.1485812742
636	0.1484418054
637	0.1482813674
638	0.1480049317
639	0.1478804479
640	0.1477421661
641	0.1475546097
642	0.1473311392
643	0.1472667984
644	0.1470918116
645	0.1469399098
646	0.1468025969
647	0.1465934152
648	0.1464926695
649	0.1463610396
650	0.1462452982
651	0.146041378
652	0.145905795
653	0.1458040521
654	0.1456405581
655	0.1453782154
656	0.145194769
657	0.1451681134
658	0.1450423345
659	0.1449514321
660	0.1449402927
661	0.1449322483
662	0.1446861979
663	0.1445760852
664	0.1443308946
665	0.1442179322
666	0.1440319157
667	0.1439271613
668	0.1437726809
669	0.1436429213
670	0.1434796739
671	0.143320572
672	0.1432824354
673	0.1431278764
674	0.1430546314
675	0.1429034795
676	0.142656012
677	0.1425170886
678	0.1424049842
679	0.1423442967
680	0.1421573932
681	0.1420310843
682	0.1419268344
683	0.141871206
684	0.1418232389
685	0.1417220976
686	0.1415993182
687	0.1414576807
688	0.1412152171
689	0.1410803601
690	0.1409611803
691	0.1408845267
692	0.140723857
693	0.1405215761
694	0.1403324365
695	0.1402360385
696	0.1400844902
697	0.1399631425
698	0.1398264303
699	0.1397008943
700	0.1395517985
701	0.1393864368
702	0.1391287297
703	0.1389057807
704	0.1387639232
705	0.1386190566
706	0.1385102664
707	0.138323213
708	0.1381663889
709	0.1379850764
710	0.1377678233
711	0.137598891
712	0.137466171
713	0.1373646071
714	0.1372834133
715	0.137149862
716	0.1370655594
717	0.1369433943
718	0.1368446257
719	0.1367016364
720	0.1365555283
721	0.1364475826
722	0.1363347838
723	0.1362127817
724	0.1360596221
725	0.1359255677
726	0.1358080268
727	0.1357960965
728	0.1356530971
729	0.1355547099
730	0.1354365254
731	0.1352395725
732	0.1351138779
733	0.1350305041
734	0.1348063903
735	0.1346376726
736	0.1344938552
737	0.1343677746
738	0.134240986
739	0.1341411407
740	0.1340903767
741	0.1340031693
742	0.1339132346
743	0.1337946138
744	0.1336644854
745	0.1334765058
746	0.1332898886
747	0.1331988914
748	0.1329964334
749	0.1328812629
750	0.1326924513
751	0.1325469151
752	0.1324142645
753	0.1322580123
754	0.1321039696
755	0.1319718526
756	0.1318492096
757	0.1317200091
758	0.131517644
759	0.1314082947
760	0.1312586417
761	0.1311331356
762	0.1310279175
763	0.1308650669
764	0.1306719451
765	0.1305395391
766	0.1303594673
767	0.1302273466
768	0.1300964275
769	0.1299902456
770	0.129921633
771	0.129778811
772	0.1296599312
773	0.1295912948
774	0.1294831631
775	0.1293739911
776	0.1291618655
777	0.1290425364
778	0.1288880841
779	0.1288161072
780	0.1286741449
781	0.1285829842
782	0.1285231966
783	0.1284109992
784	0.128325756
785	0.1280764256
786	0.1278623681
787	0.1276946348
788	0.1275455814
789	0.1273899967
790	0.1272255508
791	0.1270857131
792	0.1269215017
793	0.1267296095
794	0.1265832808
795	0.1265559299
796	0.1264229802
797	0.1263315057
798	0.1262160626
799	0.1261600791
800	0.1260551618
801	0.125943331
802	0.1257854845
803	0.1256714048
804	0.1255454896
805	0.1254327701
806	0.1254089643
807	0.1252434687
808	0.1251405004
809	0.1250263389
810	0.1249773492
811	0.1248002342
812	0.1247633247
813	0.1246558442
814	0.1245495491
815	0.1243908692
816	0.1242300639
817	0.1240927876
818	0.1240115392
819	0.1238946363
820	0.123748501
821	0.1236203359
822	0.123426074
823	0.1233545872
824	0.1233088296
825	0.1231662255
826	0.1230499636
827	0.1229143823
828	0.1228844552
829	0.1227576538
830	0.1226390047
831	0.1224863793
832	0.1224507923
833	0.1222198185
834	0.1221129157
835	0.1219329803
836	0.1218253354
837	0.1217302351
838	0.1216330053
839	0.1214133917
840	0.1212286831
841	0.1211513199
842	0.1210705485
843	0.120963149
844	0.1208935446
845	0.1207363669
846	0.1206596042
847	0.120581123
848	0.1204131697
849	0.1203000165
850	0.1201669158
851	0.1200231554
852	0.1198922593
853	0.1197876412
854	0.1196092899
855	0.1195421942
856	0.1194146837
857	0.1192800303
858	0.1191804025
859	0.1190897053
860	0.1189545594
861	0.1187977552
862	0.1186581363
863	0.1184499621
864	0.1183406928
865	0.1183049157
866	0.1181398548
867	0.1180459978
868	0.1178726479
869	0.1178275992
870	0.1176714017
871	0.1175189414
872	0.1174437742
873	0.1173499137
874	0.1172450229
875	0.117134173
876	0.1170175292
877	0.1168867968
878	0.1168222515
879	0.1167213822
880	0.1166531548
881	0.1166037841
882	0.1164911351
883	0.1163423836
884	0.1162761989
885	0.1161532425
886	0.1160446295
887	0.115950101
888	0.115832012
889	0.115712228
890	0.1156463594
891	0.1154981796
892	0.1153684178
893	0.1153379582
894	0.1152397654
895	0.1150834323
896	0.1150037254
897	0.1148176271
898	0.1146530714
899	0.1145319531
900	0.114426108
901	0.1142983112
902	0.1141737797
903	0.1140631377
904	0.1139256194
905	0.1138580806
906	0.113720507
907	0.1136016824
908	0.113518504
909	0.113406149
910	0.1132522277
911	0.1131039176
912	0.1130772689
913	0.1129784044
914	0.1128836373
915	0.112735306
916	0.1126934956
917	0.1126277224
918	0.1124549862
919	0.112347239
920	0.1122608707
921	0.1121765477
922	0.1120589154
923	0.1118995198
924	0.1118361599
925	0.1117886502
926	0.111608447
927	0.1115048039
928	0.1113885403
929	0.1112909032
930	0.111245541
931	0.1110905328
932	0.1109509625
933	0.1108864022
934	0.1107713263
935	0.1106772154
936	0.1105446941
937	0.1104542355
938	0.1103637624
939	0.1102958495
940	0.1101829817
941	0.1101055237
942	0.1099902851
943	0.1098534888
944	0.1097547548
945	0.1095926729
946	0.1093777717
947	0.1092178024
948	0.1091453943
949	0.1090163227
950	0.1088753275
951	0.1087239701
952	0.108598286
953	0.1085765048
954	0.1085545946
955	0.1084063528
956	0.1082672932
957	0.1081404711
958	0.1080636061
959	0.1079615507
960	0.107873063
961	0.1077894081
962	0.1076513479
963	0.1074681946
964	0.1073264088
965	0.1072613377
966	0.1071797717
967	0.1070518734
968	0.1069822006
969	0.1069009037
970	0.1068264794
971	0.1067426813
972	0.1066495624
973	0.1065285879
974	0.1064349866
975	0.1064154006
976	0.1062920964
977	0.1061717848
978	0.1060380562
979	0.1059492405
980	0.1058169177
981	0.1057172081
982	0.1056138165
983	0.1055319
984	0.1053653007
985	0.1052976732
986	0.105197091
987	0.105079533
988	0.1050149605
989	0.1049974264
990	0.104878492
991	0.1047913671
992	0.1046754298
993	0.1045258033
994	0.1044303817
995	0.104328442
996	0.1042066785
997	0.104147
998	0.1040570903
999	0.1039519257
